# Generated by scripts/import-romance-lexicons.py; do not edit.
# Language-routing membership only: Portuguese (Brazil + Portugal).
# Pinned wooorm/dictionaries commit: 8cfea406b505e4d7df52d5a19bce525df98c54ab.
# Sources: dictionaries/pt/index.dic, dictionaries/pt-PT/index.dic.
# Pronunciation is owned separately by the pinned MFA pronunciation TSV.
# word	community
abre-asas-de-cabeça-cinza	br
abre-boca	br
abre-bondade	br
abre-cabeçudo	br
abre-campense	br
abre-campista	br
abre-campo	br
abre-cartas	br
abre-coração	br
abre-cu	br
abre-e-fecha	br
abre-fecha	br
abre-ilhoses	br
abre-ilhó	br
abre-latas	br+pt
abre-o-sol	br
abre-saca	br
abre-te-núncio	br
abreação	br
abregoar	br
abrejar	br
abrenhadura	br
abrenhar	br
abrenunciar	br+pt
abrenunciação	br
abrenúncio	br
abreografia	br
abreográfico	br
abretanhado	br
abretano	br
abreteno	br
abretino	br
abreu	br+pt
abreu-limense	br
abreu-pi	br
abreu-pr	br
abreu-rj	br
abreu-sp	br
abreuense	br
abreugrafia	br
abreugráfico	br
abreulândia	br
abreulândia-to	br
abreuzinho	br
abrevar	br
abreviadura	br
abreviar	pt
abreviativo	br+pt
abreviatura	br+pt
abreviatório	br
abreviação	br
abreviável	br
abriacanito	br
abriacanítico	br
abriachanite	br
abriachanito	br
abrichado	br
abricoeiro	br
abricoque	br
abricoqueiro	br
abricote	br
abricoteiro	br
abricoteiro-do-brasil	br
abricoteiro-do-mato	br
abricoteiros-do-brasil	br
abricoteiros-do-mato	br
abricotina	br
abricozeiro	br
abricó	br
abricó-amarelo	br
abricó-da-praia	br
abricó-das-antilhas	br
abricó-de-macaco	br
abricó-de-são-domingos	br
abricó-do-brasil	br
abricó-do-mato	br
abricó-do-pará	br
abricó-selvagem	br
abricós-amarelos	br
abricós-da-praia	br
abricós-das-antilhas	br
abricós-de-macaco	br
abricós-de-são-domingos	br
abricós-do-brasil	br
abricós-do-mato	br
abricós-do-pará	br
abricós-selvagens	br
abricô	br
abrideiro	br
abridela	br
abridura	br
abrienda	br
abrigada	pt
abrigadoiro	br+pt
abrigadouro	br+pt
abrigar	br+pt
abrigo	pt
abrigoir	br
abrigos	br
abrigoso	br
abrigozinho	br
abrigueiro	br
abril	br+pt
abril-agosto	br
abril-dezembro	br
abril-julho	br
abril-junho	br
abril-maio	br
abril-novembro	br
abril-outubro	br
abril-setembro	br
abrilada	br
abrilhantadista	br
abrilhantar	pt
abrilino	br
abrina	br
abrincátuo	br
abrineurina	br
abrinismo	br
abrir	br+pt
abrismo	br
abrita	br
abrião	br
abrição	br
abroba	br
abrocadar	br
abrocelo	br
abrochar	br
abrochilho	br
abrocomídeo	br
abrodieto	br
abrodil	br
abrodílico	br
abroeirado	br
abrofilo	br
abroito	br
abrojo	br
abrolhal	br
abrolhar	br+pt
abrolhos	br
abrolhoso	br+pt
abroma	br
abromia	br
abrona	br
abroncado	br
abronceiro	br
abronemose	br
abronzar	br
abropédilo	br
abropétalo	br
abroque	br
abroquia	br
abrotal	br
abrotalo	br
abrotanela	br
abrotanina	br
abrotanoide	br
abrotanínico	br
abrotar	br
abroteal	br
abrotonela	br
abrotonina	br
abrotonita	br
abrotonoide	br
abrotonínico	br
abrotéa-de-três-barbas	br
abroâni	br
abrulho	br
abrunhal	br+pt
abrunhar	br
abrunheiro	pt
abrunheiro-bravo	br
abrunheiro-manso	br
abrunheiros-bravos	br
abrunheiros-mansos	br
abrunho	pt
abrunho-branco	br
abrunho-do-duque	br
abrunho-do-rei	br
abrunhos	br
abrunhos-brancos	br
abrunhos-do-duque	br
abrunhos-do-rei	br
abruptado	br
abruptela	br
abruptinérveo	br
abruptipenado	br
abrupto	br+pt
abruptude	br
abrupção	br
abruscalhado	br
abrutalar	br
abrutalhar	br
abrutanhar	br
abrutar	br
abrutecer	br
abrutela	br
abrália	br
abráquico	br
abráquio	br
abrásax	br
abráxas	br
abrâmido	br
abrâmis	br
abrânquida	br
abrânquio	br
abrão	br
abrãoense	br
abrécia	br
abrétia	br
abrótano	br
abrótano-fêmea	br
abrótano-macho	br
abrótea	br
abrótea-de-três-barbas	br
abróteas-de-três-barbas	br
abrótega	br
abrótica	br
abrótiga	br
abrótono	br
absalão	br
absalônico	br
absaroquito	br
abscedente	br
absceder	br
abscedência	br
abscesso	br
abscessão	br
abscidar	br
abscindir	br
abscisina	br
absciso	br
abscisso	br
abscissão	br
abscisão	br
abscondado	br
absconder	br
absconso	br
abscísico	br
abscíssico	br
abscôndito	br
abscônsia	br
absecto	br
absentar	br
absenteísmo	br
absenteísta	br
absenteístico	br
absentismo	br+pt
absentista	pt
absentivo	br
absentístico	br
absicto	br
absidado	br
absidal	br
abside	br+pt
absidíolo	br
absimilhante	br
absimilhança	br
absintar	br
absintato	br
absintemia	br
absintiar	br
absintiato	br
absintina	br
absintiol	br
absintioso	br
absintite	br
absinto	br+pt
absinto-comum	br
absinto-de-portugual	br
absinto-grande	br
absinto-maior	br
absintol	br
absintos-comuns	br
absintos-de-portugal	br
absintos-grandes	br
absintos-maiores	br
absintoso	br
absintro	br
absintático	br
absintêmico	br
absintínico	br
absintístico	br
absistério	br
absogro	br
absolina	br
absolto	br
absolutez	br
absolutilidade	br
absolutista	br
absolutivo	br
absolutizar	br
absolutização	br
absolutizável	br
absoluto	br+pt
absolutístico	br
absolutório	br+pt
absolução	br
absolvente	br
absolver	br+pt
absolvição	br+pt
absonar	br
absonância	br
absorbante	br
absorbato	br
absorbente	br
absorber	br
absorbilidade	br
absorbição	br
absorbância	br
absorbência	br
absorbível	br
absorciometria	br
absorciométrico	br
absorcionismo	br
absorcionístico	br
absorcivo	br
absorciômetro	br
absoriquita	br
absoroquite	br
absoroquito	br
absorsor	br
absortivo	br
absorto	br+pt
absortância	br
absorvedoiro	br
absorvedor	br+pt
absorvedouro	br+pt
absorventar	br
absorvente	pt
absorventemente	br
absorver	br+pt
absorvibilidade	pt
absorvidade	br
absorvição	br
absorvância	br
absorvência	br+pt
absorvível	br
absorção	br+pt
abstemia	br
abstemos	pt
abstencionismo	pt
abstencionista	br+pt
abstencionístico	br
abstenciosismo	br
abstenciosístico	br
abstende	pt
abstendes	pt
abstendo	pt
abstenha	pt
abstenhais	pt
abstenham	pt
abstenhamos	pt
abstenhas	pt
abstenho	pt
abstente	br
abstento	br
abstenção	br+pt
abster	br+pt
abster-se	br
absterdes	pt
absterei	pt
abstereis	pt
absterem	pt
absteremos	pt
absteres	pt
abstergente	br
absterger	br
abstergência	br
absteria	pt
absteriam	pt
absterias	pt
abstermos	pt
absterrâneo	br
abstersivo	br
absterso	br
abstersão	br
absterá	pt
absterás	pt
absterão	pt
absteríamos	pt
absteríeis	pt
absteve	pt
abstida	pt
abstidas	pt
abstido	pt
abstidos	pt
abstinente	br+pt
abstinha	pt
abstinham	pt
abstinhas	pt
abstinência	br+pt
abstive	pt
abstivemos	pt
abstiver	br+pt
abstivera	pt
abstiveram	pt
abstiveras	pt
abstiverdes	pt
abstiverem	pt
abstiveres	pt
abstivermos	pt
abstivesse	pt
abstivessem	pt
abstivesses	pt
abstiveste	pt
abstivestes	pt
abstivéramos	pt
abstivéreis	pt
abstivésseis	pt
abstivéssemos	pt
abstracionismo	pt
abstracionístico	br
abstractamente	br
abstraente	br
abstrair	br+pt
abstrativar	br
abstrativismo	br
abstrativo	br+pt
abstrativístico	br
abstratizar	br
abstratização	br
abstratizável	br
abstrato	br+pt
abstrator	br
abstratício	br
abstratístico	br
abstração	br+pt
abstrique	br
abstruir	br
abstrusismo	br
abstrusivo	br
abstruso	br+pt
abstrusão	br
abstém	pt
abstémio	pt
absténs	pt
abstêm	pt
abstêmico	br
abstêmio	br
abstínhamos	pt
abstínheis	pt
absumir	br
absunto	br
absunção	br
absurdez	br+pt
absurdeza	br+pt
absurdismo	br
absurdista	br
absurdo	br+pt
absência	br
absêntia	br
absímile	br
absínteo	br
absíntico	br
absíntio	br+pt
abtídio	br
abu	br+pt
abua	br
abuamado	br
abuanar	br
abuanes	br
abube	br
abubir	br
abucaia	br
abucasta	br
abucataia	br
abucheta	br
abuchuchu	br
abucumalita	br
abucórnio	br
abudala	br
abudo	br
abufariense	br
abufelar	br
abufetar	br
abugalhar	br
abugrar	br
abugão	br
abuiz	br
abuja	br
abujede	br
abula	pt
abulais	pt
abulam	pt
abulamos	pt
abulas	pt
abulasão	br
abulaza	br
abulense	br
abulia	br+pt
abulo	br+pt
abulomania	br
abulomaníaco	br
abulíaco	br
abulômano	br
abuna	br
abunanense	br
abundancial	br
abundanciar	br
abundanciense	br
abundancismo	br
abundante	pt
abundantemente	br
abundantismo	br
abundantíssimo	br
abundar	br+pt
abundação	br
abundeza	br
abundoso	br
abundância	br+pt
abundâncio	br
abunhadio	br
abunhação	br
abunidazol	br
abuniense	br
abunuro	br
abunã	br
abunãense	br
aburbonado	br
aburelar	br
aburguesar	pt
aburote	br
aburrinhar	br
aburrão	br
abusar	br+pt
abusear	br
abusinhão	br
abusivo	br+pt
abuso	pt
abusos	br
abusão	br
abuta	br
abutardado	br
abutilhão	br
abutiloide	br
abutilão	br
abutre	pt
abutre-barbudo	br
abutre-branco-do-egito	br
abutre-cinéreo	br
abutre-comum	br
abutre-das-montanhas	br
abutre-do-coconote	br
abutre-do-egito	br
abutre-do-novo-mundo	br
abutre-dos-cordeiros	br
abutre-fouveiro	br
abutre-fusco	br
abutreiro	br
abutres-barbudos	br
abutres-brancos-do-egito	br
abutres-cinéreos	br
abutres-comuns	br
abutres-das-montanhas	br
abutres-do-coconote	br
abutres-do-egito	br
abutres-do-novo-mundo	br
abutres-dos-cordeiros	br
abutres-fouveiros	br
abutres-fuscos	br
abutua-da-terra	br
abutua-de-batata	br
abutua-do-amazonas	br
abutua-do-rio	br
abutua-grande	br
abutua-legítima	br
abutua-miúda	br
abutua-preta	br
abutuas-da-terra	br
abutuas-de-batata	br
abutuas-do-amazonas	br
abutuas-do-rio	br
abutuas-grandes	br
abutuas-legítimas	br
abutuas-miúdas	br
abutuas-pretas	br
abutumar	br
abuxó	br
abuçar	br
abuízes	br
abvacuar	br
abvacuação	br
abvolt	br
abzirita	br
abziritano	br
abácida	br
abádida	br
abássida	br
abáster	br
abávio	br
abâmita	br
abã	br
abélson	br
abércio	br
abétimo	br
abígeo	br
abílio	br+pt
abíssico	br
abóbada	br+pt
abóboda	br
abóbora	br+pt
abóbora-cabaça	br
abóbora-carneira	br
abóbora-chila	br
abóbora-d'água	br
abóbora-de-coroa	br
abóbora-do-mato	br
abóbora-gila	br
abóbora-menina	br
abóbora-porqueira	br
abóboras-cabaça	br
abóboras-cabaças	br
abóboras-carneiras	br
abóboras-chila	br
abóboras-chilas	br
abóboras-d'água	br
abóboras-de-coroa	br
abóboras-do-mato	br
abóboras-gila	br
abóboras-gilas	br
abóboras-meninas	br
abóboras-porqueiras	br
abúlico	br+pt
abúndio	br
ac	br
aca	br
acabadelar	br
acabadiço	br
acabadote	br+pt
acabanar	br
acabar	br+pt
acabaçar	br
acabelar	br
acabidar	br
acabiras	br
acaboclar	br
acabralhar	br
acabramar	br
acabritado	br
acabronado	br
acabrunhado	pt
acabrunhar	br
acaburro	br
acabável	br
acacale	br
acacalo	br
acacalote	br
acacanhar	br
acacetina	br
acachafundar	br
acachamorrar	br
acachapar	br
acachaporrar	br
acachaçar	br
acacianismo	br
acaciano	br
acacianístico	br
acaciense	br
acacina	br
acacionismo	br
acacionístico	br
acacismo	br
acaciáceo	br
acacióxilo	br
acacundado	br
acacális	br
acacístico	br
acadar	br
acadeirar	br
academia	br+pt
academial	br
academiar	br
academiazinha	br
academicial	br
academicidade	br
academicista	br
academicizar	br
academicização	br
academicístico	br
academiforme	br
academismo	br+pt
academizar	br
academização	br
academizável	br
academístico	br
acadesina	br
acadialite	br
acadiano	br
acadible	br
acadiense	br
acadimar	br
acadimento	br
acadiro	br
acadremar	br
acadrimar	br
académico	pt
acadêmia	br
acadêmico	br
acadêmico-científico	br
acadêmico-científico-cultural	br
acadêmico-profissional	br
acaecente	br
acaecer	br
acaentar	br
acaeraisaua	br
acafajestar	br
acafalar	br
acafeladura	br
acafobar	br
acagaçar	br
acagibar	br
acagina	br
acagual	br
acaguete	br
acagular	br
acaiaba	br
acaiaca	br
acaiaca-mg	br
acaiacano	br
acaiacarana	br
acaiacatinga	br
acaiacense	br
acaiacá	br
acaiano	br
acaiaquense	br
acaico	br
acaio	br
acaipirar	br
acaireladura	br
acaiura	br
acaixilhar	br
acaixotar	br
acaiá	br
acaiçarar	br
acajadar	br
acajadiço	br
acajeitar	br
acajibado	br
acajipado	br
acajoadiço	br
acaju-catinga	br
acajuba	br
acajus-catinga	br
acajutiba	br
acajutiba-ba	br
acajutibense	br
acajutibiró	br
acajuíba	br
acal	br
acalaca	br
acalal	br
acalalacte	br
acalantar	br
acalantos	br
acalcanhar	br
acalcar	pt
acalcerose	br
acalculia	br
acalcúlico	br
acalefo	br
acalefologia	br
acalefológico	br
acalefídeo	br
acalefólogo	br
acalenta-menino	br
acalentar	br+pt
acalento	pt
acalentos	br
acalentável	br
acalhamaçar	br
acalibemia	br
acalibêmico	br
acalical	br
acaliculado	br
acalicínio	br
acalinuria	br
acalinóptero	br
acaliptospórico	br
acaliptrado	br
acaliptósporo	br
acalmar	pt
acalmação	br
acalmia	br+pt
acalmóptero	br
acalo	br
acalopisto	br
acalorar	br+pt
acalote	br
acalásia	br
acalçar	pt
acaléfico	br
acaléfio	br
acalífeo	br
acalíptero	br
acama	pt
acamacia	br
acamadamento	br
acamalhoar	br
acamar	br+pt
acamaradar	br
acamarqui	br
acamarquisídeo	br
acamarquísida	br
acamatanga	br
acamação	br
acambado	br
acambeca	br
acambetar	br
acambolhar	br
acambraiar	br
acambulhar	br
acamelar	br
acamelte	br
acamisar	br
acamonia	br
acampamentense	br
acampamento-base	br
acampamentos-base	br
acampar	br+pt
acampitá	br
acamponesamento	br
acamponesar	br
acamponesação	br
acamprosato	br
acampsia	br
acampto	br
acamptossomo	br
acamptossômico	br
acamtossômico	br
acamurçamento	br
acamutanga	br
acana	br
acanada	br
acanaladura	br
acanalar	br
acanalhar	br
acanalhação	br
acananense	br
acanastrar	br
acanati-de-bico-verde	br
acanatique	br
acanatis	br
acanatis-de-bico-verde	br
acanaveadura	br
acanceramento	br
acandes	br
acane	br
acaneia	br
acanforado	br
acangaceirar	br
acangalhar	br
acangapema	br
acangapeva	br
acangatar	br
acange	br
acangi	br
acangoera	br
acanguane	br
acanguape	br
acanguare	br
acangulado	br
acangundado	br
acanhadona	br
acanhar	br+pt
acanhação	br
acanhinana	br
acanho	pt
acanhoar	br
acanhotado	br
acaniano	br
acanivetar	br
acaniáceo	br
acanji	br
acanoar	br
acanocarpo	br
acanonismo	br
acanor	br
acantactinela	br
acantale	br
acantaposia	br
acantarino	br
acantarídeo	br
acantaríneo	br
acante	br
acantefípio	br
acanteirar	br
acantequino	br
acanterpeste	br
acanterpesto	br
acantestesia	br
acantestésico	br
acantestético	br
acantictiose	br
acanticônio	br
acantilar	br
acantilha	br
acantinião	br
acantiodonte	br
acantisitídeo	br
acantite	br
acantizídeo	br
acantião	br
acantiídeo	br
acantiúro	br
acanto	br
acanto-bastardo	br
acanto-espinhoso	br
acanto-mole	br
acanto-selvagem	br
acantoar	br
acantobdela	br
acantobdelídeo	br
acantobdélico	br
acantobdélido	br
acantobótrio	br
acantocarpo	br
acantocefalose	br
acantocefalíase	br
acantocefalósico	br
acantocefalótico	br
acantocefálico	br
acantoceratodermia	br
acantoceratodérmico	br
acantoceratídeos	br
acantocerco	br
acantochanar	br
acantociato	br
acantociclo	br
acantocirco	br
acantociste	br
acantocisto	br
acantocistídeo	br
acantocitose	br
acantocladídeo	br
acantocládio	br
acantocrino	br
acantocárdio	br
acantocárpico	br
acantocárpio	br
acantocéfalo	br
acantocéreo	br
acantocíbio	br
acantocíneo	br
acantocístida	br
acantoderme	br
acantodermo	br
acantodesmídeo	br
acantodiano	br
acantodião	br
acantodorinídeo	br
acantodorínida	br
acantodrilo	br
acantodáctilo	br
acantodátilo	br
acantodídeo	br
acantofagia	br
acantofilo	br
acantofiro	br
acantofiste	br
acantoforado	br
acantofágico	br
acantofênix	br
acantofílico	br
acantoglosso	br
acantoide	br
acantoideo	br
acantolabro	br
acantolimo	br
acantolimão	br
acantolino	br
acantologia	br
acantolépide	br
acantolépido	br
acantolítico	br
acantológico	br
acantoma	br
acantomeria	br
acantometrídeo	br
acantomiceto	br
acantomicose	br
acantominto	br
acantomático	br
acantoméria	br
acantomínteo	br
acantonar	br+pt
acantonema	br
acantonoto	br
acantoníquia	br
acantope	br
acantopelve	br
acantopleura	br
acantopo	br
acantopomo	br
acantoprásio	br
acantopse	br
acantopsídeo	br
acantopterigiano	br
acantopterígio	br
acantoptérige	br
acantopânace	br
acantopânaco	br
acantopódio	br
acantopórico	br
acantoqueilonemo	br
acantoquiasma	br
acantoquila	br
acantoquilonemo	br
acantoquilonemíase	br
acantoquitonino	br
acantorinco	br
acantoriza	br
acantorrinco	br
acantorrino	br
acantorriza	br
acantorríneo	br
acantoríneo	br
acantos-bastardos	br
acantos-espinhosos	br
acantos-moles	br
acantos-selvagens	br
acantoscelídeo	br
acantoscélide	br
acantose	br
acantospermo	br
acantospórico	br
acantospôngio	br
acantossomo	br
acantostauro	br
acantostigma	br
acantostomídeo	br
acantostáquio	br
acantostômida	br
acantosício	br
acantosíris	br
acantotamno	br
acantoteca	br
acantotélson	br
acantotírio	br
acantoxântio	br
acantozoide	br
acanturídeo	br
acantábolo	br
acantáceo	br
acantágene	br
acantárida	br
acantário	br
acantáster	br
acantíbolo	br
acantícone	br
acantídio	br
acantíneo	br
acantítico	br
acantóbate	br
acantóbato	br
acantóbolo	br
acantócero	br
acantócino	br
acantócito	br
acantóclado	br
acantódero	br
acantódio	br
acantófago	br
acantófilo	br
acantóforo	br
acantólofo	br
acantólogo	br
acantópana	br
acantópio	br
acantópode	br
acantóporo	br
acantópsida	br
acantópsis	br
acantópterix	br
acantóptero	br
acantóquite	br
acantóquiton	br
acantósporo	br
acantômero	br
acantômetro	br
acantômice	br
acantônique	br
acantônix	br
acanular	br
acanutar	br
acanãense	br
acaovã	br
acapachar	br
acapadoçar	br
acapalte	br
acaparar	br
acaparaçonar	br
acaparrar	br
acaparável	br
acapelar	br
acapitalar	br
acapitalismo	br
acapitã	br
acapnismo	br
acapno	br
acapnístico	br
acapociba	br
acapora	br
acapori	br
acaprazina	br
acaprichamento	br
acapu	br
acapu-do-igapó	br
acapua	br
acapulco	br
acapulhar	br
acapurana	br
acapurana-da-terra-firme	br
acapurana-da-várzea	br
acapurana-vermelha	br
acapuranas-da-terra-firme	br
acapuranas-da-várzea	br
acapuranas-vermelhas	br
acapus-do-igapó	br
acaqueirar	br
acar	br
acaraaia	br
acaraajá	br
acaracuaíma	br
acaracuíma	br
acaradola	br
acaraense	br
acaraiacuaíma	br
acaramujar	br
acaramular	br
acaramuçar	br
acaramuçu	br
acaranguejado	br
acarapaguá	br
acaraparaguá	br
acaraparaná	br
acaraparauá	br
acarape	br
acarape-ce	br
acarapense	br
acarapera	br
acarapeva	br
acarapi	br
acarapinaxame	br
acarapindá	br
acarapinhar	br
acarapirambocaia	br
acarapitanga	br
acarapixuna	br
acarapucu	br
acarapuã	br
acarapuçar	br
acarapé	br
acarar	br
acarati	br
acaratimbó	br
acaratinga	br
acarauaçu	br
acarauense	br
acarauçu	br
acaravelhar	br
acaraçu	br
acaraí	br
acaraú	br
acaraú-açu	br
acaraú-ce	br
acaraúba	br
acaraúna	br
acaraúna-azul	br
acaraúna-preta	br
acaraúnas-azuis	br
acaraúnas-pretas	br
acaraús-açus	br
acarbodavina	br
acarbose	br
acardia	br
acardiemia	br
acardioemia	br
acardionervia	br
acardionervo	br
acardioêmico	br
acarditar	br
acardiêmico	br
acardo	br
acardumar	br
acardíaco	br
acarel	br
acarentar	br
acari-amarelo	br
acari-cacimba	br
acari-chicote	br
acari-espada	br
acari-laranja	br
acari-lima	br
acari-pintado	br
acari-rn	br
acari-roncador	br
acariase	br
acariaçu	br
acaricaba	br
acariciador	pt
acariciante	pt
acariciar	pt
acariciativo	pt
acaricuara	br
acaricídio	br
acaridar	br
acaridiano	br
acariense	br
acarigenose	br
acariguara	br
acariguaçu	br
acarijarana	br
acarijuba	br
acarima	br
acarinhar	br+pt
acarinhável	br
acarino	br
acarinose	br
acarinário	br
acariobionte	br
acariocítico	br
acariose	br
acariota	br
acariquara	br
acarirana	br
acariroba	br
acaris-amarelos	br
acaris-cacimba	br
acaris-chicote	br
acaris-espada	br
acaris-laranja	br
acaris-lima	br
acaris-pintados	br
acaris-roncadores	br
acaristo	br
acaritério	br
acariáceo	br
acariçoba	br
acariçoba-da-miúda	br
acariçobas-da-miúda	br
acariócito	br
acariótico	br
acariúba	br
acarmo	br
acarnado	br
acarnane	br
acarnaniano	br
acarnano	br
acarnar	br
acarneano	br
acarniano	br
acarno	br
acarnácea	br
acarnânico	br
acarnânio	br
acaroar	br
acaroazes	br
acaroação	br
acarobado	br
acarocecídio	br
acarochar	br
acarodermatite	br
acarodomácio	br
acarofilia	br
acarofilismo	br
acarofilístico	br
acarofitismo	br
acarofitístico	br
acarofobia	br
acarofílico	br
acarofóbico	br
acarogenia	br
acarogenose	br
acarogenótico	br
acarogênico	br
acaroide	br
acarolista	br
acarologia	br
acarológico	br
acaronita	br
acaropse	br
acarose	br
acarosporáceo	br
acarotóxico	br
acarpanteria	br
acarpantese	br
acarpelado	br
acarpia	br
acarpo	br
acarpotropia	br
acarpotrópico	br
acarquilhar	br
acarradoiro	br
acarradouro	br
acarrancar	br
acarrançar	br
acarraçar	br
acarração	br
acarretadeira	br
acarretadura	br
acarretar	pt
acartadeira	br
acartadura	br
acartar	pt
acartolar	br
acartuchar	br
acaru	br
acarvalhar	br
acarvar	br
acarvoar	br
acará-aiá	br
acará-apuã	br
acará-azul	br
acará-bandeira	br
acará-bandeira-comum	br
acará-bararuá	br
acará-bererê	br
acará-boca-de-jiquiá	br
acará-camaleão	br
acará-cascudo	br
acará-chibante	br
acará-de-véu	br
acará-diadema	br
acará-disco	br
acará-disco-azul	br
acará-disco-castanho	br
acará-disco-comum	br
acará-disco-marrom	br
acará-disco-verde	br
acará-fantasma	br
acará-ferreiro	br
acará-ferro	br
acará-festivo	br
acará-fumaça	br
acará-fuso	br
acará-guaçu	br
acará-manaçaravé	br
acará-mirim	br
acará-mocó	br
acará-negro	br
acará-pa	br
acará-papagaio	br
acará-pataquira	br
acará-pinima	br
acará-prata	br
acará-salema	br
acará-saveiro	br
acará-severo	br
acará-tilápia	br
acará-tonto	br
acará-topete	br
acarápis	br
acarás-aiá	br
acarás-apuã	br
acarás-azuis	br
acarás-bandeira	br
acarás-bandeira-comuns	br
acarás-bandeiras-comuns	br
acarás-bararuá	br
acarás-bererê	br
acarás-bobo	br
acarás-boca-de-jiquiá	br
acarás-bocas-de-jiquiá	br
acarás-camaleão	br
acarás-cascudos	br
acarás-chibantes	br
acarás-de-véu	br
acarás-diadema	br
acarás-disco	br
acarás-disco-azuis	br
acarás-disco-castanhos	br
acarás-disco-comuns	br
acarás-disco-marrons	br
acarás-disco-verdes	br
acarás-discos-azuis	br
acarás-discos-castanhos	br
acarás-discos-comuns	br
acarás-discos-marrons	br
acarás-discos-verdes	br
acarás-fantasma	br
acarás-ferreiros	br
acarás-ferro	br
acarás-festivos	br
acarás-fumaça	br
acarás-fuso	br
acarás-guaçus	br
acarás-manaçaravé	br
acarás-mirins	br
acarás-mocó	br
acarás-negros	br
acarás-papagaio	br
acarás-pataquira	br
acarás-pinima	br
acarás-prata	br
acarás-salema	br
acarás-saveiro	br
acarás-severos	br
acarás-tilápia	br
acarás-tontos	br
acarás-topete	br
acaríase	br
acarídeo	br
acarígeno	br
acaríneo	br
acasacar	br
acasalar	br+pt
acasalação	br
acascarrilhar	br
acascófito	br
acasdir	br
acasernar	br
acaso	br+pt
acastanhado	pt
acastanhar	br
acaste	br
acastelagem	br
acastelar	br+pt
acastelhanar	br
acasto	br
acastoar	br
acastorar	br
acasular	br
acatador	pt
acatalasemia	br
acatalasia	br
acatalasêmico	br
acatalecto	br
acatalépsico	br
acatamatesia	br
acatamatésico	br
acatamesia	br
acatar	br+pt
acataratar	br
acatarrar	br
acatarroar	br
acatarto	br
acatassolar	br
acatastasia	br
acateno	br
acatesia	br
acatingado	br
acatinídeo	br
acatisia	br
acatisto	br
acato	pt
acatocarpo	br
acatocarpáceo	br
acatorzado	br
acatos	br
acatrimar	br
acatruzar	br
acatápose	br
acatársico	br
acatável	br
acatéctico	br
acatético	br
acatóforo	br
acatólico	br+pt
acauai	br
acauaio	br
acaudalar	br
acaudatar	br
acaudelar	br
acaudeçar	br
acaudilhar	br
acauens	br
acaulado	br
acaule	br
acaulescer	br
acaulino	br
acauliose	br
acaulose	br
acaulosia	br
acausto	br
acautelar	br+pt
